Time,Growing Degree Days,Air Temperature Secondary (°C),Atmospheric Pressure (kPa),Rain Bucket Capacity (mL),Calculated Fallen Rain (mm),East Wind Speed (m/s),Wind Gust (m/s),Humidity Sensor Temperature (°C),Latitude,Longitude,North Wind Speed (m/s),Precipitation (mm),Relative Humidity (%),Rain Bucket Tips per Minute,Vapor Pressure (kPa),Wind Direction (°),Wind Speed (m/s),X Orientation,Y Orientation
2024-03-22T08:12:37.000Z,,23.00,99.70,5.00,0.00,0.01,0.03,23.00,38.621787,-90.219297,0.02,0.00,17.00,0.00,0.46,34.20,0.02,-0.80,-0.20
2024-03-22T08:27:37.000Z,,23.00,99.68,5.00,0.00,0.01,0.04,23.00,38.621787,-90.219297,0.02,0.00,17.00,0.00,0.46,24.50,0.02,-0.80,-0.50
2024-03-22T08:42:37.000Z,,23.00,99.67,5.00,0.00,0.01,0.04,23.00,38.621787,-90.219297,0.02,0.00,17.00,0.00,0.46,21.10,0.02,-0.80,-0.30
2024-03-22T08:57:37.000Z,,22.90,99.65,5.00,0.00,-0.04,0.21,23.00,38.621787,-90.219297,-0.02,0.00,17.00,0.00,0.46,242.00,0.04,-1.00,-0.50
2024-03-22T09:12:37.000Z,,23.00,99.64,5.00,0.00,-0.01,0.05,23.00,38.621787,-90.219297,0.01,0.00,17.00,0.00,0.47,318.40,0.02,-1.00,-0.30
2024-03-22T09:27:37.000Z,,23.00,99.64,5.00,0.00,0.02,0.07,23.00,38.621787,-90.219297,0.00,0.00,17.00,0.00,0.47,94.50,0.02,-1.00,-0.50
2024-03-22T09:42:37.000Z,,23.00,99.62,5.00,0.00,-0.01,0.07,23.00,38.621787,-90.219297,0.03,0.00,17.00,0.00,0.47,340.40,0.03,-0.80,-0.20
2024-03-22T09:57:37.000Z,,22.90,99.61,5.00,0.00,0.07,0.20,23.00,38.621787,-90.219297,-0.01,0.00,17.00,0.00,0.46,98.10,0.07,-0.60,-0.50
2024-03-22T10:12:37.000Z,,22.70,99.59,5.00,0.00,0.03,0.22,23.00,38.621787,-90.219297,-0.10,0.00,17.00,0.00,0.46,160.60,0.10,-0.80,-0.40
2024-03-22T10:27:37.000Z,,22.60,99.59,5.00,0.00,0.01,0.39,22.80,38.621787,-90.219297,-0.13,0.00,17.00,0.00,0.45,174.40,0.13,-0.80,-0.50
2024-03-22T10:42:37.000Z,,22.50,99.57,5.00,0.00,0.04,0.33,22.70,38.621787,-90.219297,-0.11,0.00,17.00,0.00,0.45,158.90,0.12,-0.70,-0.40
2024-03-22T10:57:37.000Z,,22.50,99.56,5.00,0.00,0.04,0.59,22.60,38.621787,-90.219297,-0.11,0.00,17.00,0.00,0.45,162.10,0.12,-0.90,-0.40
2024-03-22T11:12:37.000Z,,22.40,99.55,5.00,0.00,0.04,0.30,22.60,38.621787,-90.219297,-0.12,0.00,17.00,0.00,0.46,160.40,0.12,-0.70,-0.30
2024-03-22T11:27:37.000Z,,22.40,99.56,5.00,0.00,0.03,0.33,22.50,38.621787,-90.219297,-0.10,0.00,17.00,0.00,0.46,161.90,0.10,-0.80,-0.40
2024-03-22T11:42:37.000Z,,22.40,99.56,5.00,0.00,0.06,0.28,22.50,38.621787,-90.219297,-0.10,0.00,17.00,0.00,0.46,147.90,0.11,-0.90,-0.40
2024-03-22T11:57:37.000Z,,22.40,99.55,5.00,0.00,0.04,0.24,22.50,38.621787,-90.219297,-0.10,0.00,17.00,0.00,0.46,157.20,0.11,-0.80,-0.30
2024-03-22T12:12:37.000Z,,22.40,99.56,5.00,0.00,0.00,0.33,22.50,38.621787,-90.219297,-0.11,0.00,17.00,0.00,0.46,181.30,0.11,-0.80,-0.30
2024-03-22T12:23:41.196Z,12.15,,,,,,,,,,,,,,,,,,
2024-03-22T12:27:37.000Z,,22.40,99.56,5.00,0.00,0.01,0.24,22.50,38.621787,-90.219297,-0.10,0.00,17.00,0.00,0.46,174.90,0.10,-0.70,-0.40
2024-03-22T12:42:37.000Z,,22.40,99.56,5.00,0.00,0.03,0.24,22.50,38.621787,-90.219297,-0.11,0.00,17.00,0.00,0.46,163.30,0.11,-1.00,-0.20
2024-03-22T12:57:37.000Z,,22.40,99.55,5.00,0.00,0.05,0.32,22.50,38.621787,-90.219297,-0.10,0.00,17.00,0.00,0.47,150.20,0.11,-0.80,-0.40
2024-03-22T13:12:37.000Z,,22.40,99.54,5.00,0.00,0.06,0.23,22.50,38.621787,-90.219297,-0.08,0.00,17.00,0.00,0.47,144.30,0.10,-0.90,-0.40
2024-03-22T13:27:37.000Z,,22.50,99.55,5.00,0.00,0.07,0.30,22.50,38.621787,-90.219297,-0.09,0.00,18.00,0.00,0.48,140.00,0.11,-1.00,-0.30
2024-03-22T13:42:37.000Z,,22.50,99.56,5.00,0.00,0.08,0.28,22.50,38.621787,-90.219297,-0.07,0.00,18.00,0.00,0.49,131.90,0.11,-0.90,-0.30
2024-03-22T13:57:37.000Z,,22.60,99.56,5.00,0.00,0.08,0.30,22.60,38.621787,-90.219297,-0.06,0.00,18.00,0.00,0.50,125.40,0.10,-0.80,-0.40
2024-03-22T14:12:37.000Z,,22.60,99.56,5.00,0.00,0.08,0.27,22.60,38.630938,-90.226172,-0.07,0.00,18.00,0.00,0.50,131.10,0.11,-0.90,-0.20
2024-03-22T14:27:37.000Z,,22.70,99.56,5.00,0.00,-0.11,0.38,22.70,38.630938,-90.226172,-0.06,0.00,19.00,0.00,0.51,241.90,0.12,-0.80,-0.20
2024-03-22T14:42:37.000Z,,22.70,99.56,5.00,0.00,0.02,0.20,22.70,38.630938,-90.226172,-0.09,0.00,19.00,0.00,0.53,166.50,0.10,-0.70,-0.30
2024-03-22T14:57:37.000Z,,22.80,99.56,5.00,0.00,0.06,0.25,22.80,38.630938,-90.226172,-0.09,0.00,20.00,0.00,0.54,147.40,0.10,-0.80,-0.40
2024-03-22T15:12:37.000Z,,22.90,99.57,5.00,0.00,0.06,0.23,22.90,38.630938,-90.226172,-0.07,0.00,20.00,0.00,0.55,139.80,0.10,-0.90,-0.40
2024-03-22T15:23:40.924Z,12.15,,,,,,,,,,,,,,,,,,
2024-03-22T15:27:37.000Z,,22.90,99.57,5.00,0.00,0.07,0.23,22.90,38.630938,-90.226172,-0.07,0.00,20.00,0.00,0.55,134.10,0.10,-0.80,-0.30
2024-03-22T15:42:37.000Z,,22.40,99.56,5.00,0.00,0.02,0.20,23.00,38.630938,-90.226172,-0.08,0.00,20.00,0.00,0.56,169.40,0.09,-1.00,-0.30
2024-03-22T15:57:37.000Z,,23.10,99.55,5.00,0.00,0.03,0.22,23.10,38.630938,-90.226172,-0.09,0.00,20.00,0.00,0.58,162.80,0.09,-0.80,-0.40
2024-03-22T16:12:37.000Z,,22.70,99.54,5.00,0.00,-0.18,0.71,23.10,38.621787,-90.219297,-0.04,0.00,21.00,0.00,0.58,257.80,0.18,-1.00,-0.30
2024-03-22T16:27:37.000Z,,21.40,99.53,5.00,0.00,-0.33,0.84,22.60,38.621787,-90.219297,-0.08,0.00,23.00,0.00,0.59,257.00,0.34,-0.90,-0.10
2024-03-22T16:42:37.000Z,,22.30,99.52,5.00,0.00,-0.08,0.31,22.30,38.621787,-90.219297,0.02,0.00,22.00,0.00,0.60,285.00,0.08,-1.00,-0.30
2024-03-22T16:57:37.000Z,,21.90,99.50,5.00,0.00,-0.06,0.33,22.30,38.621787,-90.219297,-0.06,0.00,23.00,0.00,0.62,223.00,0.08,-1.00,-0.20
2024-03-22T17:12:37.000Z,,22.30,99.50,5.00,0.00,0.05,0.23,22.30,38.621787,-90.219297,-0.04,0.00,23.00,0.00,0.63,127.60,0.07,-0.80,-0.40
2024-03-22T17:27:37.000Z,,22.60,99.49,5.00,0.00,0.06,0.15,22.50,38.621787,-90.219297,0.00,0.00,23.00,0.00,0.63,86.80,0.06,-0.80,-0.50
2024-03-22T17:42:37.000Z,,22.30,99.48,5.00,0.00,-0.09,0.27,22.60,38.621787,-90.219297,-0.04,0.00,23.00,0.00,0.62,246.90,0.10,-0.80,-0.40
2024-03-22T17:57:37.000Z,,22.20,99.47,5.00,0.00,-0.08,0.37,22.50,38.621787,-90.219297,-0.03,0.00,23.00,0.00,0.61,248.60,0.09,-0.60,-0.30
2024-03-22T18:12:37.000Z,,22.50,99.45,5.00,0.00,0.00,0.08,22.50,38.621787,-90.219297,-0.02,0.00,22.00,0.00,0.61,177.30,0.02,-0.80,-0.30
2024-03-22T18:23:41.182Z,12.20,,,,,,,,,,,,,,,,,,
2024-03-22T18:27:37.000Z,,22.60,99.42,5.00,0.00,-0.08,0.47,22.60,38.621787,-90.219297,-0.03,0.00,22.00,0.00,0.61,246.60,0.08,-0.80,-0.40
2024-03-22T18:42:37.000Z,,22.10,99.40,5.00,0.00,-0.07,0.24,22.60,38.621787,-90.219297,-0.05,0.00,23.00,0.00,0.62,233.90,0.08,-0.80,-0.40
2024-03-22T18:57:37.000Z,,22.20,99.37,5.00,0.00,-0.04,0.22,22.50,38.621787,-90.219297,-0.04,0.00,23.00,0.00,0.63,223.40,0.05,-0.60,-0.30
2024-03-22T19:12:37.000Z,,22.70,99.34,5.00,0.00,0.03,0.15,22.60,38.630938,-90.226172,-0.03,0.00,23.00,0.00,0.65,126.70,0.04,-0.80,-0.50
2024-03-22T19:27:37.000Z,,22.30,99.32,5.00,0.00,-0.11,0.37,22.70,38.630938,-90.226172,-0.05,0.00,25.00,0.00,0.67,246.30,0.12,-0.90,-0.40
2024-03-22T19:42:37.000Z,,22.10,99.30,5.00,0.00,-0.07,0.25,22.50,38.630938,-90.226172,-0.03,0.00,26.00,0.00,0.68,248.70,0.08,-0.80,-0.30
2024-03-22T19:57:37.000Z,,22.50,99.28,5.00,0.00,0.01,0.24,22.40,38.630938,-90.226172,-0.04,0.00,25.00,0.00,0.69,160.10,0.04,-0.60,-0.30
2024-03-22T20:12:37.000Z,,22.60,99.27,5.00,0.00,-0.02,0.33,22.60,38.630938,-90.226172,-0.06,0.00,26.00,0.00,0.70,196.70,0.06,-1.00,-0.20
2024-03-22T20:27:37.000Z,,22.10,99.26,5.00,0.00,-0.08,0.32,22.60,38.630938,-90.226172,-0.03,0.00,26.00,0.00,0.70,248.00,0.09,-0.80,-0.20
2024-03-22T20:42:37.000Z,,22.20,99.26,5.00,0.00,-0.07,0.28,22.40,38.630938,-90.226172,-0.03,0.00,26.00,0.00,0.70,246.30,0.07,-0.80,-0.40
2024-03-22T20:57:37.000Z,,22.50,99.26,5.00,0.00,0.04,0.24,22.50,38.630938,-90.226172,-0.02,0.00,26.00,0.00,0.71,120.90,0.05,-0.80,-0.50
2024-03-22T21:12:37.000Z,,22.30,99.27,5.00,0.00,-0.11,0.44,22.60,38.621787,-90.219297,-0.06,0.00,27.00,0.00,0.71,243.20,0.12,-0.70,-0.50
2024-03-22T21:23:41.083Z,12.20,,,,,,,,,,,,,,,,,,
2024-03-22T21:27:37.000Z,,22.00,99.30,5.00,0.00,-0.08,0.30,22.50,38.621787,-90.219297,-0.05,0.00,27.00,0.00,0.71,235.00,0.09,-0.80,-0.30
2024-03-22T21:42:34.000Z,,,,5.00,0.00,,,,38.621787,-90.219297,,,,0.00,,,,,
2024-03-22T21:57:37.000Z,,22.40,99.32,5.00,0.00,-0.03,0.24,22.50,38.621787,-90.219297,-0.06,0.00,26.00,0.00,0.71,208.90,0.07,-1.00,-0.40
2024-03-22T22:12:37.000Z,,21.90,99.33,5.00,0.00,-0.12,0.42,22.50,38.621787,-90.219297,-0.05,0.00,27.00,0.00,0.71,247.70,0.13,-0.70,-0.20
2024-03-22T22:27:37.000Z,,22.30,99.35,5.00,0.00,-0.02,0.27,22.30,38.621787,-90.219297,-0.05,0.00,27.00,0.00,0.72,205.20,0.06,-1.00,-0.50
2024-03-22T22:42:37.000Z,,22.40,99.38,5.00,0.00,0.03,0.10,22.40,38.621787,-90.219297,-0.02,0.00,26.00,0.00,0.72,118.60,0.03,-0.70,-0.40
2024-03-22T22:57:37.000Z,,22.10,99.43,5.00,0.00,-0.12,0.44,22.50,38.621787,-90.219297,-0.06,0.00,27.00,0.00,0.71,243.60,0.14,-1.00,-0.40
2024-03-22T23:12:37.000Z,,22.10,99.48,5.00,0.00,-0.06,0.28,22.30,38.621787,-90.219297,-0.05,0.00,26.00,0.00,0.69,227.10,0.08,-0.80,-0.30
2024-03-22T23:27:37.000Z,,22.40,99.52,5.00,0.00,0.05,0.12,22.40,38.621787,-90.219297,-0.01,0.00,25.00,0.00,0.69,102.60,0.05,-0.80,-0.30
2024-03-22T23:42:37.000Z,,22.10,99.57,5.00,0.00,-0.11,0.34,22.40,38.621787,-90.219297,-0.05,0.00,25.00,0.00,0.67,246.80,0.12,-0.70,-0.30
2024-03-22T23:57:37.000Z,,22.00,99.61,5.00,0.00,-0.08,0.31,22.30,38.621787,-90.219297,-0.05,0.00,25.00,0.00,0.65,237.90,0.09,-0.90,-0.20
2024-03-23T00:12:37.000Z,,22.30,99.65,5.00,0.00,0.05,0.16,22.30,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.65,91.70,0.05,-1.00,-0.20
2024-03-23T00:23:40.922Z,12.30,,,,,,,,,,,,,,,,,,
2024-03-23T00:27:37.000Z,,22.30,99.68,5.00,0.00,-0.04,0.36,22.40,38.621787,-90.219297,-0.06,0.00,24.00,0.00,0.64,216.60,0.07,-0.90,-0.40
2024-03-23T00:42:37.000Z,,21.80,99.72,5.00,0.00,-0.10,0.33,22.30,38.621787,-90.219297,-0.05,0.00,24.00,0.00,0.62,243.00,0.12,-1.10,-0.40
2024-03-23T00:57:37.000Z,,22.10,99.76,5.00,0.00,0.06,0.50,22.20,38.621787,-90.219297,-0.03,0.00,23.00,0.00,0.62,114.80,0.07,-1.00,-0.50
2024-03-23T01:12:37.000Z,,22.20,99.81,5.00,0.00,0.05,0.16,22.20,38.621787,-90.219297,0.02,0.00,23.00,0.00,0.62,71.00,0.05,-1.00,-0.40
2024-03-23T01:27:37.000Z,,21.90,99.85,5.00,0.00,-0.12,0.39,22.30,38.621787,-90.219297,-0.05,0.00,23.00,0.00,0.62,246.20,0.13,-1.00,-0.50
2024-03-23T01:42:37.000Z,,21.90,99.89,5.00,0.00,-0.07,0.31,22.10,38.621787,-90.219297,-0.04,0.00,23.00,0.00,0.61,239.90,0.08,-1.00,-0.30
2024-03-23T01:57:37.000Z,,22.10,99.92,5.00,0.00,0.05,0.11,22.10,38.621787,-90.219297,-0.01,0.00,23.00,0.00,0.62,96.80,0.05,-1.00,-0.40
2024-03-23T02:12:37.000Z,,22.20,99.94,5.00,0.00,0.03,0.06,22.20,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.63,88.30,0.03,-0.80,-0.40
2024-03-23T02:27:37.000Z,,22.30,99.97,5.00,0.00,-0.04,0.21,22.30,38.621787,-90.219297,-0.05,0.00,25.00,0.00,0.66,217.20,0.06,-1.00,-0.40
2024-03-23T02:42:37.000Z,,22.30,100.01,5.00,0.00,0.06,0.28,22.30,38.621787,-90.219297,0.01,0.00,25.00,0.00,0.67,78.60,0.06,-0.80,-0.40
2024-03-23T02:57:37.000Z,,22.30,100.04,5.00,0.00,0.06,0.25,22.30,38.621787,-90.219297,-0.08,0.00,25.00,0.00,0.68,141.00,0.10,-0.80,-0.30
2024-03-23T03:12:37.000Z,,22.30,100.06,5.00,0.00,0.04,0.25,22.30,38.621787,-90.219297,-0.04,0.00,25.00,0.00,0.68,132.50,0.05,-0.90,-0.20
2024-03-23T03:23:41.195Z,12.25,,,,,,,,,,,,,,,,,,
2024-03-23T03:27:37.000Z,,22.40,100.08,5.00,0.00,0.02,0.04,22.40,38.621787,-90.219297,0.00,0.00,25.00,0.00,0.67,95.80,0.02,-0.80,-0.30
2024-03-23T03:42:37.000Z,,22.40,100.10,5.00,0.00,0.02,0.05,22.40,38.621787,-90.219297,0.00,0.00,25.00,0.00,0.67,97.90,0.02,-0.90,-0.30
2024-03-23T03:57:37.000Z,,22.50,100.11,5.00,0.00,0.03,0.05,22.50,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.66,97.50,0.03,-0.70,-0.40
2024-03-23T04:12:37.000Z,,22.50,100.11,5.00,0.00,0.02,0.04,22.50,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.66,90.80,0.02,-0.80,-0.20
2024-03-23T04:27:37.000Z,,22.60,100.12,5.00,0.00,0.02,0.04,22.60,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.66,93.40,0.02,-0.60,-0.40
2024-03-23T04:42:37.000Z,,22.60,100.14,5.00,0.00,0.02,0.03,22.60,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.66,86.00,0.02,-0.60,-0.40
2024-03-23T04:57:37.000Z,,22.60,100.16,5.00,0.00,0.02,0.04,22.60,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.66,87.60,0.02,-0.80,-0.30
2024-03-23T05:12:37.000Z,,22.60,100.17,5.00,0.00,0.02,0.04,22.60,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.66,84.40,0.02,-1.00,-0.30
2024-03-23T05:27:37.000Z,,22.70,100.18,5.00,0.00,0.02,0.03,22.60,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.66,86.90,0.02,-0.70,-0.30
2024-03-23T05:42:37.000Z,,22.70,100.20,5.00,0.00,0.02,0.03,22.70,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.66,83.20,0.02,-0.90,-0.50
2024-03-23T05:57:37.000Z,,22.70,100.21,5.00,0.00,0.02,0.03,22.70,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.65,82.20,0.02,-0.70,-0.40
2024-03-23T06:12:37.000Z,,22.70,100.21,5.00,0.00,0.02,0.03,22.70,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.65,85.40,0.02,-0.90,-0.60
2024-03-23T06:23:41.051Z,12.25,,,,,,,,,,,,,,,,,,
2024-03-23T06:27:37.000Z,,22.70,100.22,5.00,0.00,0.02,0.03,22.70,38.621787,-90.219297,0.00,0.00,24.00,0.00,0.65,78.70,0.02,-0.80,-0.60
2024-03-23T06:42:37.000Z,,22.70,100.24,5.00,0.00,0.02,0.03,22.70,38.621787,-90.219297,0.01,0.00,23.00,0.00,0.65,71.60,0.02,-0.80,-0.30
2024-03-23T06:57:37.000Z,,22.80,100.25,5.00,0.00,0.02,0.03,22.80,38.621787,-90.219297,0.01,0.00,23.00,0.00,0.65,67.80,0.02,-0.70,-0.50
2024-03-23T07:12:37.000Z,,22.80,100.26,5.00,0.00,0.01,0.03,22.80,38.621787,-90.219297,0.01,0.00,23.00,0.00,0.64,67.40,0.02,-0.80,-0.50
2024-03-23T07:27:37.000Z,,22.80,100.27,5.00,0.00,0.01,0.03,22.80,38.621787,-90.219297,0.01,0.00,23.00,0.00,0.64,64.10,0.02,-0.90,-0.30
2024-03-23T07:42:37.000Z,,22.80,100.28,5.00,0.00,0.01,0.03,22.80,38.621787,-90.219297,0.00,0.00,23.00,0.00,0.64,76.40,0.01,-0.90,-0.20
2024-03-23T07:57:37.000Z,,22.80,100.28,5.00,0.00,0.01,0.03,22.80,38.621787,-90.219297,0.00,0.00,23.00,0.00,0.64,71.80,0.01,-1.00,-0.20
2024-03-23T08:12:37.000Z,,22.80,100.28,5.00,0.00,0.01,0.03,22.80,38.621787,-90.219297,0.00,0.00,23.00,0.00,0.64,75.20,0.01,-0.90,-0.20
2024-03-23T08:27:37.000Z,,22.80,100.28,5.00,0.00,0.01,0.02,22.90,38.621787,-90.219297,0.00,0.00,23.00,0.00,0.64,69.30,0.01,-0.80,-0.40
2024-03-23T08:42:37.000Z,,22.90,100.28,5.00,0.00,0.01,0.03,22.80,38.621787,-90.219297,0.01,0.00,23.00,0.00,0.63,64.40,0.01,-0.80,-0.40
2024-03-23T08:57:37.000Z,,22.90,100.29,5.00,0.00,0.01,0.03,22.90,38.621787,-90.219297,0.01,0.00,23.00,0.00,0.63,61.60,0.01,-1.10,-0.30
2024-03-23T09:12:37.000Z,,22.90,100.30,5.00,0.00,0.01,0.03,22.90,38.621787,-90.219297,0.01,0.00,23.00,0.00,0.63,59.30,0.01,-0.70,-0.40
2024-03-23T09:23:41.138Z,12.35,,,,,,,,,,,,,,,,,,
2024-03-23T09:27:37.000Z,,22.80,100.33,5.00,0.00,-0.02,0.24,22.90,38.621787,-90.219297,-0.03,0.00,22.00,0.00,0.62,209.20,0.04,-1.00,-0.40
2024-03-23T09:42:37.000Z,,22.90,100.35,5.00,0.00,0.01,0.07,22.90,38.621787,-90.219297,-0.02,0.00,22.00,0.00,0.62,151.90,0.03,-0.90,-0.40
2024-03-23T09:57:37.000Z,,22.90,100.37,5.00,0.00,0.02,0.07,22.90,38.621787,-90.219297,-0.02,0.00,22.00,0.00,0.62,140.40,0.03,-0.90,-0.20
2024-03-23T10:12:37.000Z,,22.90,100.37,5.00,0.00,0.01,0.06,22.90,38.621787,-90.219297,-0.02,0.00,22.00,0.00,0.61,147.10,0.03,-1.00,-0.40
2024-03-23T10:27:37.000Z,,23.00,100.39,5.00,0.00,0.02,0.05,23.00,38.621787,-90.219297,0.00,0.00,22.00,0.00,0.61,92.20,0.02,-0.80,-0.40
2024-03-23T10:42:37.000Z,,23.00,100.42,5.00,0.00,-0.01,0.07,23.00,38.621787,-90.219297,0.03,0.00,21.00,0.00,0.60,346.60,0.03,-0.80,-0.10
2024-03-23T10:57:37.000Z,,22.90,100.44,5.00,0.00,-0.02,0.29,23.00,38.621787,-90.219297,-0.08,0.00,21.00,0.00,0.59,191.30,0.08,-0.90,-0.60
2024-03-23T11:12:37.000Z,,22.60,100.47,5.00,0.00,0.00,0.39,22.90,38.621787,-90.219297,-0.13,0.00,21.00,0.00,0.57,179.90,0.13,-0.60,-0.50
2024-03-23T11:27:37.000Z,,21.60,100.49,5.00,0.00,0.01,0.32,22.70,38.621787,-90.219297,-0.14,0.00,21.00,0.00,0.56,175.00,0.14,-0.90,-0.20
2024-03-23T11:42:37.000Z,,22.30,100.51,5.00,0.00,0.06,0.35,22.50,38.621787,-90.219297,-0.13,0.00,21.00,0.00,0.56,154.30,0.15,-1.00,-0.40
2024-03-23T11:57:37.000Z,,22.30,100.54,5.00,0.00,0.07,0.31,22.40,38.621787,-90.219297,-0.11,0.00,21.00,0.00,0.56,148.90,0.13,-0.90,-0.30
2024-03-23T12:12:37.000Z,,22.20,100.56,5.00,0.00,0.05,0.32,22.40,38.621787,-90.219297,-0.11,0.00,21.00,0.00,0.55,155.30,0.13,-0.80,-0.20
2024-03-23T12:23:41.125Z,12.30,,,,,,,,,,,,,,,,,,
2024-03-23T12:27:37.000Z,,22.20,100.58,5.00,0.00,0.09,0.27,22.30,38.621787,-90.219297,-0.10,0.00,20.00,0.00,0.55,140.00,0.14,-0.90,-0.30
2024-03-23T12:42:37.000Z,,22.20,100.62,5.00,0.00,0.08,0.34,22.30,38.621787,-90.219297,-0.11,0.00,20.00,0.00,0.54,144.30,0.14,-0.90,-0.30
2024-03-23T12:57:37.000Z,,22.10,100.64,5.00,0.00,0.07,0.33,22.30,38.621787,-90.219297,-0.11,0.00,20.00,0.00,0.54,149.90,0.13,-0.80,-0.30
2024-03-23T13:12:37.000Z,,22.10,100.66,5.00,0.00,0.05,0.37,22.30,38.621787,-90.219297,-0.12,0.00,20.00,0.00,0.53,157.00,0.13,-1.00,-0.30
2024-03-23T13:27:37.000Z,,22.10,100.66,5.00,0.00,0.08,0.31,22.20,38.621787,-90.219297,-0.11,0.00,20.00,0.00,0.53,142.60,0.13,-0.80,-0.40
2024-03-23T13:42:37.000Z,,22.10,100.68,5.00,0.00,0.10,0.31,22.20,38.621787,-90.219297,-0.09,0.00,20.00,0.00,0.52,134.20,0.14,-1.00,-0.30
2024-03-23T13:57:37.000Z,,22.10,100.68,5.00,0.00,0.07,0.32,22.20,38.621787,-90.219297,-0.10,0.00,19.00,0.00,0.52,143.20,0.12,-0.80,-0.30
2024-03-23T14:12:37.000Z,,22.10,100.70,5.00,0.00,0.08,0.37,22.20,38.621787,-90.219297,-0.10,0.00,19.00,0.00,0.51,139.40,0.13,-0.80,-0.20
2024-03-23T14:27:37.000Z,,21.80,100.70,5.00,0.00,0.09,0.24,22.20,38.621787,-90.219297,-0.08,0.00,19.00,0.00,0.50,132.90,0.12,-1.00,-0.20
2024-03-23T14:42:37.000Z,,22.10,100.71,5.00,0.00,0.09,0.32,22.20,38.621787,-90.219297,-0.10,0.00,19.00,0.00,0.51,138.90,0.13,-0.90,-0.30
2024-03-23T14:57:37.000Z,,22.20,100.75,5.00,0.00,0.09,0.25,22.20,38.621787,-90.219297,-0.09,0.00,19.00,0.00,0.51,136.00,0.13,-0.90,-0.30
2024-03-23T15:12:37.000Z,,22.30,100.76,5.00,0.00,0.08,0.27,22.30,38.621787,-90.219297,-0.09,0.00,19.00,0.00,0.50,138.40,0.12,-0.70,-0.50
2024-03-23T15:23:41.031Z,12.30,,,,,,,,,,,,,,,,,,
2024-03-23T15:27:37.000Z,,22.30,100.77,5.00,0.00,0.10,0.24,22.30,38.621787,-90.219297,-0.08,0.00,19.00,0.00,0.50,129.20,0.12,-1.00,-0.40
2024-03-23T15:42:37.000Z,,22.30,100.77,5.00,0.00,0.10,0.32,22.40,38.621787,-90.219297,-0.08,0.00,19.00,0.00,0.50,128.40,0.13,-1.20,-0.30
2024-03-23T15:57:37.000Z,,22.30,100.77,5.00,0.00,0.10,0.28,22.40,38.621787,-90.219297,-0.09,0.00,19.00,0.00,0.50,132.80,0.13,-0.90,-0.20
2024-03-23T16:12:37.000Z,,22.40,100.76,5.00,0.00,0.08,0.32,22.40,38.621787,-90.219297,-0.10,0.00,19.00,0.00,0.50,141.20,0.13,-0.80,-0.60
2024-03-23T16:27:37.000Z,,22.40,100.74,5.00,0.00,0.09,0.25,22.40,38.621787,-90.219297,-0.09,0.00,19.00,0.00,0.50,135.30,0.12,-1.00,-0.40
2024-03-23T16:42:37.000Z,,22.40,100.73,5.00,0.00,0.10,0.25,22.50,38.621787,-90.219297,-0.07,0.00,19.00,0.00,0.51,126.20,0.12,-0.80,-0.40
2024-03-23T16:57:37.000Z,,22.50,100.72,5.00,0.00,0.09,0.22,22.50,38.621787,-90.219297,-0.09,0.00,19.00,0.00,0.51,134.40,0.12,-0.90,-0.20
2024-03-23T17:12:37.000Z,,22.50,100.70,5.00,0.00,0.10,0.28,22.50,38.621787,-90.219297,-0.07,0.00,19.00,0.00,0.51,126.90,0.12,-0.90,-0.40
2024-03-23T17:27:37.000Z,,22.50,100.67,5.00,0.00,0.09,0.25,22.50,38.621787,-90.219297,-0.07,0.00,19.00,0.00,0.51,128.80,0.11,-1.00,-0.40
2024-03-23T17:42:37.000Z,,22.40,100.65,5.00,0.00,0.08,0.26,22.50,38.621787,-90.219297,-0.08,0.00,19.00,0.00,0.51,135.80,0.11,-1.00,-0.50
2024-03-23T17:57:37.000Z,,22.40,100.64,5.00,0.00,0.08,0.24,22.50,38.621787,-90.219297,-0.07,0.00,19.00,0.00,0.51,133.80,0.11,-0.80,-0.40
2024-03-23T18:12:37.000Z,,22.40,100.62,5.00,0.00,0.08,0.33,22.50,38.621787,-90.219297,-0.09,0.00,19.00,0.00,0.51,139.00,0.12,-0.70,-0.40
2024-03-23T18:23:40.992Z,12.30,,,,,,,,,,,,,,,,,,
2024-03-23T18:27:37.000Z,,22.50,100.60,5.00,0.00,0.07,0.26,22.50,38.621787,-90.219297,-0.09,0.00,19.00,0.00,0.51,144.20,0.11,-0.80,-0.20
2024-03-23T18:42:37.000Z,,22.50,100.60,5.00,0.00,0.10,0.29,22.60,38.621787,-90.219297,-0.10,0.00,19.00,0.00,0.52,136.50,0.14,-0.90,-0.40
